,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
9920,F36266,2021-09-28,2021-09-28,542.9682
9921,F36312,2021-09-30,2021-09-30,305.0
9922,F38578,2022-07-14,2022-07-12,13329.44
9923,F38749,2022-08-03,2022-08-04,824.5500000000001
9924,F35432,2021-06-29,2021-06-29,84.34
9925,F35467,2021-06-30,2021-06-30,3424.1379
9926,F35552,2021-07-12,2021-07-13,3424.144
9927,F37023,2021-12-31,2021-12-31,5136.22
9928,F37083,2022-01-06,2022-01-10,5136.216
9929,F38649,2022-07-21,2022-07-22,3845.8
9930,F38828,2022-08-16,2022-08-16,610.0
9931,F39258,2022-10-06,2022-10-06,400.00000000000006
9932,F39480,2022-11-03,2022-11-03,4786.09
9933,F35438,2021-06-29,2021-06-29,7862.500000000001
9934,F35480,2021-07-01,2021-07-01,283.87850000000003
9935,F35478,2021-07-01,2021-07-01,122.86500000000001
9936,F35522,2021-07-08,2021-07-08,781.5400000000001
9937,F35523,2021-07-08,2021-07-08,1027.22
9938,F36114,2021-09-10,2021-09-10,245.68
9939,F35481,2021-07-01,2021-07-01,792.24
9940,F35485,2021-07-02,2021-07-02,513.6200000000001
9941,F35560,2021-07-13,2021-07-13,57.04
9942,F35525,2021-07-02,2021-07-08,2467.5
9943,F35495,2021-07-05,2021-07-05,671.0
9944,F35506,2021-07-06,2021-07-06,1282.3275
9945,F35899,2021-08-18,2021-08-20,2768.5
9946,F35900,2021-08-20,2021-08-20,1498.0000000000002
9947,F38793,2022-08-10,2022-08-10,1937.0700000000002
9948,F38914,2022-08-19,2022-08-26,667.65
9949,F35518,2021-07-07,2021-07-07,1282.3275
9950,F36484,2021-10-22,2021-10-22,587.13
9951,F36664,2021-11-12,2021-11-12,347.2875
9952,F39971,2023-01-23,2023-01-23,3985.56
9953,F39981,2023-01-24,2023-01-24,5354.79
9954,F35520,2021-07-07,2021-07-07,570.5
9955,F35524,2021-07-08,2021-07-08,570.5
9956,F35536,2021-07-09,2021-07-09,781.5400000000001
9957,F36376,2021-10-08,2021-10-08,267.25
9958,F38687,2022-07-27,2022-07-28,781.5400000000001
9959,F35534,2021-07-09,2021-07-09,220.50000000000003
9960,F35546,2021-07-09,2021-07-09,18500.0
9961,F35748,2021-08-06,2021-08-03,25000.000000000004
9962,F38272,2022-05-31,2022-05-31,6250.000000000001
9963,F38315,2022-05-25,2022-06-06,12950.0
9964,F39560,2022-11-14,2022-11-11,26300.000000000004
9965,F39824,2022-12-23,2022-12-23,13800.000000000002
9966,F35594,2021-07-16,2021-07-16,262.62
9967,F36388,2021-10-11,2021-10-11,2286.6155000000003
9968,F37398,2022-02-17,2022-02-17,3803.7516000000005
9969,F38157,2022-05-13,2022-05-13,262.62
9970,F35631,2021-07-21,2021-07-21,1202.04
9971,F39847,2023-01-03,2023-01-03,2039.8800000000003
9972,F35638,2021-07-22,2021-07-22,1113.509
9973,F35961,2021-08-25,2021-08-26,3298.0
9974,F35639,2021-07-22,2021-07-22,168.0
9975,F36730,2021-11-23,2021-11-23,1191.0
9976,F38164,2022-05-16,2022-05-16,351.00000000000006
9977,F38611,2022-07-18,2022-07-18,548.0
9978,F40026,2023-01-27,2023-01-30,685.0
9979,F35849,2021-08-10,2021-08-16,2967.7500000000005
9980,F36485,2021-10-22,2021-10-22,1352.5
9981,F35673,2021-07-27,2021-07-27,792.0000000000001
9982,F39646,2022-11-25,2022-11-25,427.35
9983,F35659,2021-07-26,2021-07-26,3587.5
9984,F35665,2021-07-26,2021-07-26,540.0
9985,F35697,2021-07-28,2021-07-28,540.0
9986,F35690,2021-07-28,2021-07-28,44.1
9987,F35691,2021-07-28,2021-07-28,1290.0
9988,F35842,2021-08-09,2021-08-13,6706.500000000001
9989,F35985,2021-08-13,2021-08-30,42783.42999999999
9990,F36240,2021-09-24,2021-09-24,6706.500000000001
9991,F36241,2021-09-24,2021-09-24,42783.43
9992,F36645,2021-09-17,2021-12-11,14214.0
9993,F35698,2021-07-28,2021-07-28,892.5000000000001
9994,F35704,2021-07-29,2021-07-29,168.72
9995,F35716,2021-07-30,2021-07-30,912.7
9996,F36459,2021-10-20,2021-10-20,1312.5
9997,F36518,2021-09-08,2021-10-27,2625.0
9998,F35731,2021-07-30,2021-07-30,2482.8
9999,F35735,2021-07-30,2021-07-30,1674.0000000000002
10000,F35736,2021-07-30,2021-07-30,775.8700000000001
10001,F35730,2021-07-30,2021-07-30,465.00000000000006
10002,F35745,2021-08-02,2021-08-02,180.00000000000003
10003,F35770,2021-08-05,2021-08-05,1034.4827
10004,F35774,2021-08-05,2021-08-05,1604.0000000000002
10005,F35785,2021-08-06,2021-08-06,140.0
10006,F35999,2021-08-19,2021-09-30,5325.780000000001
10007,F36436,2021-09-29,2021-11-14,5931.000000000001
10008,F35844,2021-08-13,2021-08-13,439.09090000000003
10009,F35981,2021-08-30,2021-08-30,1699.41
10010,F35829,2021-08-12,2021-08-12,570.69
10011,F38247,2022-05-26,2022-05-27,1165.8600000000001
10012,F38248,2022-05-26,2022-05-27,1748.7900000000002
10013,F35823,2021-08-12,2021-08-12,293.0
10014,F35824,2021-08-12,2021-08-12,267.25
10015,F35925,2021-08-23,2021-08-23,649.0
10016,F35926,2021-08-23,2021-08-23,1806.0000000000002
10017,F38946,2022-08-31,2022-08-31,1225.2
10018,F35936,2021-08-24,2021-08-24,5600.000000000001
10019,F36708,2021-11-19,2021-11-19,9448.18
10020,F36034,2021-09-02,2021-09-02,3696.0000000000005
10021,F37071,2021-12-17,2022-01-07,5544.0
10022,F38082,2022-04-27,2022-05-04,8744.0
10023,F38457,2022-06-23,2022-06-24,4372.0
10024,F38514,2022-06-29,2022-07-04,4372.0
10025,F38663,2022-07-25,2022-07-26,8377.26
10026,F38664,2022-07-26,2022-07-26,282.0
10027,F38924,2022-08-29,2022-08-29,4372.0
10028,F39076,2022-09-08,2022-09-19,4372.0
10029,F39363,2022-10-14,2022-10-21,9538.0
10030,F39426,2022-10-26,2022-10-27,4769.0
10031,F36051,2021-09-03,2021-09-03,1131.0300000000002
10032,F36056,2021-09-03,2021-09-03,769.8900000000001
10033,F36939,2021-12-16,2021-12-16,427.49850000000004
10034,F37965,2022-04-25,2022-04-25,427.49850000000004
10035,F38113,2022-05-09,2022-05-09,1306.0300000000002
10036,F38593,2022-07-14,2022-07-14,854.9970000000001
10037,F36057,2021-09-03,2021-09-03,570.69
10038,F36453,2021-10-19,2021-10-19,267.25
10039,F36928,2021-12-15,2021-12-15,57.46000000000001
10040,F37820,2022-04-01,2022-04-01,150.0
10041,F36063,2021-09-06,2021-09-06,213.75500000000002
10042,F36074,2021-09-06,2021-09-06,4200.3
10043,F37087,2021-12-23,2022-01-10,601.23
10044,F36210,2021-09-29,2021-09-22,816.6
10045,F36215,2021-09-29,2021-09-23,816.6
10046,F36122,2021-09-10,2021-09-10,563.0
10047,F36139,2021-09-14,2021-09-14,3407.5008000000003
10048,F36154,2021-09-15,2021-09-15,711.22
10049,F33566,2020-11-30,2020-11-30,1147.2800000000002
10050,F36156,2021-09-15,2021-09-15,6464.62
10051,F36599,2021-11-05,2021-11-05,2209.1184000000003
10052,F36639,2021-11-11,2021-11-11,1999.8136
10053,F37526,2022-03-01,2022-03-01,275.88
10054,F37584,2022-03-09,2022-03-09,999.9068
10055,F38223,2022-05-24,2022-05-24,851.7993
10056,F38273,2022-05-31,2022-05-31,405.00000000000006
10057,F39498,2022-11-04,2022-11-04,1703.46
10058,F36158,2021-09-15,2021-09-15,3250.0000000000005
10059,F36162,2021-09-15,2021-09-15,864.6034000000001
10060,F38494,2022-06-23,2022-06-30,2800.0000000000005
10061,F38943,2022-08-30,2022-08-30,113.55140000000002
10062,F39508,2022-11-07,2022-11-07,399.00000000000006
10063,F39512,2022-11-07,2022-11-07,399.0
10064,F39535,2022-11-09,2022-11-09,206.91
10065,F39638,2022-11-25,2022-11-25,661.6971000000001
10066,F39639,2022-11-25,2022-11-25,334.1171
10067,F36163,2021-09-15,2021-09-15,680.0
10068,F36171,2021-09-17,2021-09-17,1443.5121
10069,F36188,2021-09-21,2021-09-21,999.9068000000001
10070,F36954,2021-12-17,2021-12-17,2999.7204
10071,F36955,2021-12-17,2021-12-17,999.9068000000001
10072,F36197,2021-09-21,2021-09-21,451.8
10073,F36318,2021-10-04,2021-10-04,341.55
10074,F37449,2022-02-21,2022-02-23,1920.0000000000002
10075,F38973,2022-09-02,2022-09-02,2256.3500000000004
10076,F39170,2022-09-28,2022-09-28,772.6034000000001
10077,F39260,2022-10-04,2022-10-07,772.6
10078,F36201,2021-09-21,2021-09-21,642.25
10079,F36234,2021-09-29,2021-09-24,1048.97
10080,F38867,2022-08-22,2022-08-22,1048.97
10081,F36212,2021-09-22,2021-09-22,184.5858
10082,F36227,2021-09-23,2021-09-23,1650.0
10083,F36228,2021-09-23,2021-09-23,1650.0
10084,F36306,2021-09-30,2021-09-30,7241.0
10085,F36373,2021-10-15,2021-10-08,14482.000000000002
10086,F36782,2021-11-29,2021-11-29,37798.02
10087,F36870,2021-11-29,2021-12-06,37798.02
10088,F39546,2022-11-11,2022-11-10,17486.4
10089,F39679,2022-11-30,2022-11-30,17486.396500000003
10090,F39719,2022-12-02,2022-12-07,36430.0
10091,F39844,2022-12-22,2023-01-03,36430.0
10092,F36237,2021-09-24,2021-09-24,1165.0000000000002
10093,F36238,2021-09-24,2021-09-24,452.00000000000006
10094,F38832,2022-08-17,2022-08-17,154.31
10095,F38863,2022-08-22,2022-08-19,535.0
10096,F36302,2021-09-30,2021-09-30,2571.2000000000003
10097,F36309,2021-09-30,2021-09-30,1285.595
10098,F36327,2021-10-08,2021-10-05,1285.6000000000001
10099,F39763,2022-12-08,2022-12-13,1435.2
10100,F36256,2021-09-28,2021-09-28,813.1025
10101,F36262,2021-09-28,2021-09-28,226.5328
10102,F36304,2021-09-30,2021-09-30,740.6
10103,F36709,2021-11-19,2021-11-19,740.6
10104,F36714,2021-11-19,2021-11-19,740.0000000000001
10105,F36451,2021-10-19,2021-10-19,1023.2900000000001
10106,F36319,2021-10-04,2021-10-04,1050.0
10107,F37199,2022-01-26,2022-01-26,1346.4
10108,F36362,2021-10-07,2021-10-07,1350.0
10109,F36561,2021-11-03,2021-11-03,1350.0
10110,F36365,2021-10-07,2021-10-07,369.6
10111,F36375,2021-10-08,2021-10-08,2943.0000000000005
10112,F36377,2021-10-08,2021-10-08,1230.0
10113,F38232,2022-05-25,2022-05-25,3907.7000000000003
10114,F36385,2021-10-11,2021-10-11,82.6457
10115,F37017,2021-12-23,2021-12-24,808.3879000000001
10116,F37068,2022-01-04,2022-01-07,1616.7700000000002
10117,F36493,2021-10-13,2021-10-25,1366.75
10118,F36539,2021-10-15,2021-10-29,2250.0
10119,F36449,2021-10-19,2021-10-19,2400.0
10120,F36478,2021-10-22,2021-10-22,2400.0
10121,F36521,2021-10-28,2021-11-27,8400.0
10122,F36431,2021-10-15,2021-10-15,781.54
10123,F36423,2021-10-15,2021-10-15,450.54510000000005
10124,F36480,2021-10-21,2021-10-22,302.98
10125,F36540,2021-10-21,2021-10-29,734.0000000000001
10126,F36549,2021-10-29,2021-10-29,431.038
10127,F36557,2021-10-22,2021-10-29,862.5000000000001
10128,F39758,2022-12-13,2022-12-13,147.0
10129,F36481,2021-10-22,2021-10-22,1416.7
10130,F39952,2023-01-19,2023-01-19,255.00000000000003
10131,F36462,2021-10-20,2021-10-20,6258.97
10132,F36550,2021-10-29,2021-10-29,862.065
10133,F37036,2021-10-26,2022-01-05,1264.05
10134,F37381,2022-02-16,2022-02-16,4758.64
10135,F37582,2022-03-09,2022-03-09,5948.3
10136,F37942,2022-04-12,2022-04-21,4125.0
10137,F38261,2022-05-30,2022-05-30,1926.0000000000002
10138,F38280,2022-05-31,2022-05-31,6930.000000000001
10139,F38329,2022-06-03,2022-06-07,9900.0
10140,F38373,2022-06-14,2022-06-14,1926.0
10141,F38669,2022-07-19,2022-07-26,9900.0
10142,F39199,2022-09-26,2022-09-30,8250.0
10143,F39569,2022-11-11,2022-11-15,7375.0
10144,F40048,2023-01-13,2023-01-31,1650.0000000000002
10145,F36474,2021-10-21,2021-10-21,1136.0
10146,F36846,2021-12-02,2021-12-02,1200.0
10147,F36847,2021-12-02,2021-12-02,1555.1293
10148,F36848,2021-12-02,2021-12-02,1555.1293
10149,F36849,2021-12-02,2021-12-02,600.0
10150,F36850,2021-11-10,2021-12-02,1555.17
10151,F36548,2021-11-05,2021-10-29,4136.0
10152,F36827,2021-11-29,2021-11-30,2068.0
10153,F36505,2021-10-27,2021-10-27,130.0
10154,F36506,2021-10-27,2021-10-27,115.65220000000002
10155,F36608,2021-11-03,2021-11-08,1210.7100000000003
10156,F37420,2022-02-18,2022-02-18,603.96
10157,F38994,2022-09-06,2022-09-06,870.6
10158,F39068,2022-09-14,2022-09-15,974.4
10159,F39069,2022-09-15,2022-09-15,974.4
10160,F39408,2022-10-18,2022-10-26,972.0000000000001
10161,F36544,2021-11-05,2021-10-29,2857.3500000000004
10162,F36508,2021-10-27,2021-10-27,1680.0000000000002
10163,F36509,2021-10-27,2021-10-27,902.02
10164,F37314,2022-02-09,2022-02-09,1055.6
10165,F37542,2022-03-03,2022-03-03,1470.9
10166,F37585,2022-03-08,2022-03-09,980.6
10167,F37586,2022-03-08,2022-03-09,980.6
10168,F38659,2022-07-25,2022-07-25,298.71000000000004
10169,F36519,2021-10-27,2021-10-27,670.0
10170,F36523,2021-10-28,2021-10-28,617.8
10171,F36570,2021-11-02,2021-11-03,4295.455
10172,F36567,2021-11-02,2021-11-03,1647.3000000000002
10173,F36568,2021-11-02,2021-11-03,425.00000000000006
10174,F36577,2021-11-02,2021-11-04,425.00000000000006
10175,F36593,2021-11-02,2021-11-05,425.00000000000006
10176,F36563,2021-11-02,2021-11-03,158.455
10177,F39745,2022-12-09,2022-12-09,65.44000000000001
10178,F36562,2021-11-03,2021-11-03,347.2875
10179,F36569,2021-11-03,2021-11-03,97.46000000000001
10180,F36619,2021-11-05,2021-11-09,32003.960000000003
10181,F36699,2021-11-10,2021-11-18,1896.5520000000001
10182,F36721,2021-11-10,2021-11-22,14000.000000000002
10183,F36802,2021-11-26,2021-11-30,14000.000000000002
10184,F37044,2021-11-26,2022-01-05,14000.0
10185,F37360,2022-02-14,2022-02-14,14000.000000000002
10186,F37697,2022-03-23,2022-05-22,14000.0
10187,F38665,2022-07-26,2022-09-24,14000.0
10188,F39313,2022-10-17,2022-10-17,14000.000000000002
10189,F39580,2022-11-15,2022-11-15,14000.000000000002
10190,F39592,2022-11-16,2022-11-16,14000.000000000002
10191,F39917,2023-01-13,2023-01-13,14000.0
10192,F39919,2023-01-13,2023-01-13,14000.000000000002
10193,F39957,2023-01-20,2023-01-20,14000.000000000002
10194,F40035,2023-01-30,2023-01-30,14000.0
10195,F40036,2023-01-30,2023-01-30,14000.0
10196,F36588,2021-11-04,2021-11-04,2700.0
10197,F36592,2021-11-04,2021-11-05,267.24
10198,F38172,2022-05-17,2022-05-17,298.71000000000004
10199,F36601,2021-11-05,2021-11-05,2724.3
10200,F36819,2021-11-30,2021-11-30,7449.679999999999
10201,F36913,2021-12-10,2021-12-10,620.0
10202,F36990,2021-12-15,2021-12-22,4741.32
10203,F36677,2021-11-12,2021-11-16,719.5000000000001
10204,F37560,2022-03-07,2022-03-07,568.97
10205,F37672,2022-03-14,2022-03-18,568.97
10206,F36706,2021-11-12,2021-11-18,1086.21
10207,F36606,2021-11-08,2021-11-08,858.62
10208,F36627,2021-11-10,2021-11-10,5800.0
10209,F36635,2021-11-10,2021-11-10,4800.0
10210,F37127,2022-01-17,2022-01-17,147.0
10211,F37837,2022-03-31,2022-04-05,1639.19916
10212,F38206,2022-05-20,2022-05-20,409.50000000000006
10213,F38252,2022-05-27,2022-05-27,3410.0000000000005
10214,F38848,2022-08-18,2022-08-18,443.97
10215,F39181,2022-09-29,2022-09-29,2163.954
10216,F39253,2022-10-05,2022-10-05,899.4000000000001
10217,F39428,2022-10-28,2022-10-28,745.69
10218,F39728,2022-12-08,2022-12-08,3100.0000000000005
10219,F36633,2021-11-10,2021-11-10,483.6700000000001
10220,F36786,2021-11-18,2021-11-29,2374.0
10221,F38589,2022-07-13,2022-07-13,1215.9
10222,F36640,2021-11-11,2021-11-11,518.9760000000001
10223,F36647,2021-11-11,2021-11-11,93.10000000000001
10224,F36648,2021-11-11,2021-11-11,80.0
10225,F36684,2021-11-18,2021-11-17,3266.21
10226,F36747,2021-11-25,2021-11-24,1971.7800000000002
10227,F37018,2021-12-15,2021-12-24,12924.640000000001
10228,F37054,2021-12-15,2022-01-05,2095.25
10229,F36676,2021-11-16,2021-11-16,150.0
10230,F36691,2021-11-18,2021-11-18,827.0400000000001
10231,F36982,2021-11-26,2022-01-21,6620.599999999999
10232,F36986,2021-11-26,2022-01-21,6620.6
10233,F37334,2022-02-10,2022-03-12,6620.599999999999
10234,F38401,2022-06-17,2022-07-17,6620.6
10235,F38708,2022-07-29,2022-08-28,21900.0
10236,F36750,2021-11-24,2021-11-24,1210.0
10237,F37765,2022-02-24,2022-03-30,387.93
10238,F37766,2021-12-08,2022-03-30,1020.0000000000001
10239,F36735,2021-11-23,2021-11-23,385.34000000000003
10240,F38270,2022-05-25,2022-05-31,1551.72
10241,F36810,2021-12-01,2021-11-30,2091.4
10242,F36776,2021-11-26,2021-11-26,2666.433
10243,F36812,2021-12-03,2021-11-30,23400.000000000004
10244,F36797,2021-11-30,2021-11-30,405.0445
10245,F36923,2021-12-10,2021-12-14,7108.05
10246,F36816,2021-11-30,2021-11-30,4500.0
10247,F36864,2021-12-03,2021-12-03,3550.0000000000005
10248,F36865,2021-12-03,2021-12-03,770.0000000000001
10249,F36867,2021-12-03,2021-12-03,1254.0
10250,F36900,2021-12-09,2021-12-09,285.0
10251,F36933,2021-12-16,2021-12-16,1350.0
10252,F36934,2021-12-16,2021-12-16,639.745
10253,F36936,2021-12-16,2021-12-16,18500.0
10254,F36937,2021-12-16,2021-12-16,18500.0
10255,F36938,2021-12-16,2021-12-16,769.9989
10256,F37001,2021-12-22,2021-12-23,381.95
10257,F37038,2022-01-04,2022-01-05,258.62
10258,F37156,2022-01-19,2022-01-20,255.01000000000002
10259,F36962,2021-12-20,2021-12-20,215.00000000000003
10260,F36967,2021-12-21,2021-12-21,287.16540000000003
10261,F37022,2021-12-30,2021-12-30,47413.79
10262,F37026,2022-01-03,2022-01-05,85.0
10263,F37110,2022-01-11,2022-01-13,4963.1
10264,F37111,2022-01-13,2022-01-13,712.95
10265,F37035,2022-01-05,2022-01-05,548.2760000000001
10266,F37419,2022-02-18,2022-02-18,548.2760000000001
10267,F37999,2022-04-27,2022-04-27,888.4
10268,F38224,2022-05-24,2022-05-24,548.2760000000001
10269,F38320,2022-06-06,2022-06-06,430.925
10270,F38654,2022-07-25,2022-07-25,550.0
10271,F38783,2022-08-10,2022-08-10,516.288
10272,F39925,2023-01-16,2023-01-16,383.7932
10273,F37120,2022-01-14,2022-01-14,2150.0
10274,F39334,2022-10-12,2022-10-18,1466.21
10275,F40056,2023-02-07,2023-01-31,1984.3500000000001
10276,F40107,2023-02-08,2023-02-08,464.6
10277,F37074,2022-01-07,2022-01-07,709.6
10278,F37084,2022-01-10,2022-01-10,537.7800000000001
10279,F37135,2022-01-13,2022-01-18,29750.0
10280,F37101,2022-01-12,2022-01-12,1142.67
10281,F37165,2022-01-21,2022-01-21,8127.0
10282,F37166,2022-01-21,2022-01-21,2816.4741000000004
10283,F37301,2022-01-28,2022-02-08,5632.95
10284,F37302,2022-01-28,2022-02-08,16254.0
10285,F37121,2022-01-14,2022-01-14,261.76
10286,F39807,2022-12-21,2022-12-21,550.56
10287,F37124,2022-01-17,2022-01-17,89.68
10288,F37198,2022-01-26,2022-01-26,2490.75
10289,F37128,2022-01-17,2022-01-17,1850.0
10290,F37200,2022-01-26,2022-01-26,3640.0
10291,F37279,2022-02-01,2022-02-03,2250.0
10292,F37196,2022-01-26,2022-01-26,1350.0
10293,F37197,2022-01-26,2022-01-26,1350.0
10294,F37275,2022-02-02,2022-02-03,565.4000000000001
10295,F37498,2022-02-25,2022-02-28,1130.8000000000002
10296,F39364,2022-10-18,2022-10-21,1696.2
10297,F37216,2022-01-28,2022-01-28,697.5
10298,F38701,2022-07-29,2022-07-29,147.3
10299,F37223,2022-01-28,2022-01-28,848.6
10300,F37359,2022-02-08,2022-02-14,1452.18
10301,F37237,2022-01-31,2022-01-31,2629.5
10302,F37256,2022-02-01,2022-02-01,985.0000000000001
10303,F37826,2022-04-04,2022-04-04,822.0000000000001
10304,F38375,2022-06-14,2022-06-14,3026.6000000000004
10305,F39321,2022-10-17,2022-10-17,1113.6400000000003
10306,F39617,2022-11-23,2022-11-23,1060.3
10307,F40028,2023-01-30,2023-01-30,964.05
10308,F40089,2023-02-14,2023-02-07,3624.0
10309,F37326,2022-02-09,2022-02-10,1705.95
10310,F37450,2022-02-11,2022-02-23,1379.8400000000001
10311,F37265,2022-02-02,2022-02-02,144.16000000000003
10312,F37287,2022-02-04,2022-02-04,1058.75
10313,F37290,2022-02-04,2022-02-04,1435.8
10314,F37327,2022-02-10,2022-02-10,1711.5
10315,F37558,2022-03-07,2022-03-07,2217.0
10316,F37630,2022-03-15,2022-03-15,1381.0
10317,F37647,2022-03-16,2022-03-16,871.7
10318,F37800,2022-03-31,2022-03-31,570.5
10319,F37857,2022-04-07,2022-04-07,570.5
10320,F37350,2022-02-11,2022-02-11,900.0000000000001
10321,F40022,2023-02-02,2023-01-27,4140.0
10322,F37304,2022-02-08,2022-02-08,157.58
10323,F37307,2022-02-08,2022-02-08,6141.630000000001
10324,F37499,2022-02-28,2022-02-28,997.5400000000001
10325,F37328,2022-02-10,2022-02-10,347.2875
10326,F37329,2022-02-10,2022-02-10,347.2875
10327,F37349,2022-02-11,2022-02-11,2092.22
10328,F37353,2022-02-11,2022-02-11,990.0000000000001
10329,F37356,2022-02-14,2022-02-14,973.2400000000001
10330,F38126,2022-05-11,2022-05-11,779.24
10331,F38594,2022-07-14,2022-07-14,2089.78
10332,F37400,2022-02-17,2022-02-17,563.82
10333,F37364,2022-02-15,2022-02-15,1058.75
10334,F37365,2022-02-15,2022-02-15,413.51
10335,F37382,2022-02-16,2022-02-16,279.9
10336,F37389,2022-02-17,2022-02-17,762.0300000000001
10337,F37402,2022-02-17,2022-02-17,408.78000000000003
10338,F37513,2022-02-24,2022-02-28,1156.5
10339,F37514,2022-02-25,2022-02-28,2976.7500000000005
10340,F37540,2022-03-02,2022-03-03,2976.7500000000005
10341,F38796,2022-08-10,2022-08-11,5251.280000000001
10342,F37421,2022-02-18,2022-02-18,1122.1100000000001
10343,F37854,2022-03-04,2022-05-07,5101.907625000001
10344,F37912,2022-03-04,2022-05-13,4103.59925
10345,F37967,2022-03-04,2022-05-25,4876.392
10346,F38073,2022-03-04,2022-06-03,4148.34
10347,F37425,2022-02-21,2022-02-21,1280.67
10348,F37455,2022-02-23,2022-02-23,1280.67
10349,F38449,2022-06-24,2022-06-24,444.0
10350,F37501,2022-02-22,2022-02-28,1293.1034
10351,F37562,2022-03-01,2022-03-07,2296.0
10352,F37439,2022-02-22,2022-02-22,474.77000000000004
10353,F37515,2022-03-01,2022-02-28,1076.1
10354,F37518,2022-03-01,2022-02-28,3689.6400000000003
10355,F40039,2023-01-18,2023-01-31,5981.280000000001
10356,F37511,2022-02-28,2022-02-28,218.97
10357,F38167,2022-05-16,2022-05-16,300.0
10358,F37594,2022-03-08,2022-03-10,1625.0600000000002
10359,F38347,2022-06-09,2022-06-09,1625.0600000000002
10360,F38380,2022-06-23,2022-06-15,2437.59
10361,F38447,2022-06-21,2022-06-23,812.4300000000001
10362,F37668,2022-03-01,2022-03-17,258.62
10363,F37619,2022-03-08,2022-03-14,2520.0
10364,F37537,2022-03-03,2022-03-03,574.5
10365,F37664,2022-03-10,2022-03-17,3906.5200000000004
10366,F39659,2022-12-05,2022-11-30,2220.7000000000003
10367,F37655,2022-03-11,2022-03-16,710.0000000000001
10368,F37556,2022-03-07,2022-03-07,1060.0
10369,F37557,2022-03-07,2022-03-07,589.48
10370,F37675,2022-03-18,2022-03-18,425.00000000000006
10371,F37686,2022-03-22,2022-03-22,86.48
10372,F38210,2022-05-23,2022-05-23,43.24
10373,F38218,2022-05-23,2022-05-23,109.3892
10374,F38510,2022-07-01,2022-07-04,494.85
10375,F37566,2022-03-08,2022-03-08,95.00000000000001
10376,F37567,2022-03-08,2022-03-08,95.00000000000001
10377,F39247,2022-10-05,2022-10-05,186.60000000000002
10378,F37563,2022-03-07,2022-03-07,535.12
10379,F37866,2022-03-16,2022-04-07,535.12
10380,F37821,2022-04-01,2022-04-01,603.4482700000001
10381,F37808,2022-03-29,2022-03-31,9833.800000000001
10382,F38227,2022-05-25,2022-05-25,1245.0
10383,F38292,2022-05-30,2022-06-01,775.6
10384,F38300,2022-05-30,2022-06-02,775.6
10385,F37796,2022-03-31,2022-03-31,301.0
10386,F37797,2022-03-31,2022-03-31,527.0
10387,F37900,2022-04-08,2022-04-13,527.0
10388,F36600,2021-11-05,2021-11-05,275.88
10389,F36669,2021-11-12,2021-11-12,2185.3500000000004
10390,F37123,2022-01-17,2022-01-17,720.0
10391,F37609,2022-03-11,2022-03-11,300.53000000000003
10392,F37618,2022-03-14,2022-03-14,421.20000000000005
10393,F37769,2022-03-14,2022-03-30,570.0
10394,F37795,2022-03-16,2022-03-31,829.3103
10395,F37835,2022-03-31,2022-04-05,1105.6
10396,F37643,2022-03-16,2022-03-16,1775.65
10397,F37720,2022-03-24,2022-03-24,4934.4800000000005
10398,F37792,2022-03-17,2022-03-31,2986.59
10399,F37863,2022-03-30,2022-04-07,3982.1200000000003
10400,F37671,2022-03-18,2022-03-18,719.36
10401,F37690,2022-03-22,2022-03-22,907.5000000000001
10402,F37761,2022-03-29,2022-03-30,907.5000000000001
10403,F37694,2022-03-22,2022-03-22,1229.3994
10404,F37695,2022-03-22,2022-03-22,572.3199999999999
10405,F38437,2022-03-30,2022-06-22,735.65
10406,F37715,2022-03-24,2022-03-24,4689.6927
10407,F37932,2022-04-20,2022-04-20,2137.4925
10408,F38982,2022-09-02,2022-09-05,2137.4925000000003
10409,F37732,2022-03-25,2022-03-25,378.687
10410,F37729,2022-03-25,2022-03-25,156.0
10411,F37731,2022-03-25,2022-03-25,120.00000000000001
10412,F37747,2022-03-28,2022-03-28,486.00000000000006
10413,F37748,2022-03-28,2022-03-28,530.1500000000001
10414,F37752,2022-03-29,2022-03-29,190.52
10415,F37775,2022-03-31,2022-03-31,387.93
10416,F37776,2022-03-31,2022-03-31,1020.0000000000001
10417,F37757,2022-03-29,2022-03-29,2973.5
10418,F38036,2022-04-29,2022-04-29,1124.2610000000002
10419,F39757,2022-12-13,2022-12-13,815.0000000000001
10420,F40290,2023-03-01,2023-03-01,1630.0
10421,F37770,2022-03-30,2022-03-30,862.35
10422,F40294,2023-03-02,2023-03-02,68.97
10423,F37771,2022-03-30,2022-03-30,597.4200000000001
10424,F37772,2022-03-30,2022-03-30,1551.72
10425,F37784,2022-03-30,2022-03-31,765.0000000000001
10426,F38757,2022-08-08,2022-08-08,145.0
10427,F38767,2022-08-09,2022-08-09,145.0
10428,F37785,2022-03-31,2022-03-31,445.0
10429,F38171,2022-05-17,2022-05-17,424.00000000000006
10430,F38327,2022-06-07,2022-06-07,424.00000000000006
10431,F38350,2022-06-09,2022-06-09,180.00000000000003
10432,F37798,2022-03-31,2022-03-31,2291.0
10433,F37876,2022-04-08,2022-04-08,1420.2155
10434,F37909,2022-04-12,2022-04-13,867.0300000000001
10435,F37845,2022-04-06,2022-04-06,357.76
10436,F38873,2022-08-22,2022-08-22,1000.0000000000001
